city,xco2_ppm,xco2_numsams,xco2_std,lat_mean,lon_mean,lat_median,lon_median,target_name,sif_757nm,sif_numsams,sif_std,wkt_center,wkt_boundary,country,region,population,gdp_bil_usd,annual_co2_em_mtco2,numsams_ahn2025,low_sample_count,quadrant,coastal_km,is_coastal
Niamey,415.59546,3468.0,2.4602768,13.6615,2.6322813,13.667362,2.6307569,ecostress_ne_waf,0.060262203,20278,0.17288223,POINT(2.63368891 13.64758138),"POLYGON((2.448979930520807 13.46673942215339,2.448698507646924 13.82828310073302,2.818679312353055 13.82828310073302,2.818397889479172 13.46673942215339,2.448979930520807 13.46673942215339))",,,,,,,True,LOW_both,835.7115047508472,False
Ningbo,417.69272,1059.0,2.264411,29.786861,121.44608,29.789572,121.443474,fossil_Ningbo_China,0.20937538,4029,0.17939895,POINT(121.53916 29.86569000000003),"POLYGON((121.1266276285803 29.50419293655447,121.1236481898807 30.2258688470836,121.9546718101194 30.2258688470836,121.9516923714198 29.50419293655447,121.1266276285803 29.50419293655447))",,,,,,,True,LOW_emissions_HIGH_conc,28.370638375452284,True
Norman,412.07715,1026.0,3.0309134,34.98049,-97.53761,34.978653,-97.54446,sif_KAEFS_USA,0.23233604,4021,0.23053801,POINT(-97.5223 34.9846),"POLYGON((-97.7408670452619 34.80412389975537,-97.74182733196453 35.16467556882923,-97.30277266803547 35.16467556882923,-97.30373295473811 34.80412389975537,-97.7408670452619 34.80412389975537))",,,,,,,True,LOW_both,790.4921246451199,False
Odessa,408.4854,292.0,0.35881504,31.715927,-102.97853,31.694473,-102.995285,Stratos_TX,0.03864765,5613,0.13001326,POINT(-102.7481 31.921),"POLYGON((-102.32309 32.279621,-103.173111 32.279621,-103.1698 31.560978,-102.326401 31.560978,-102.32309 32.279621))",,,,,,,True,LOW_both,815.940428082102,False
Omaha,417.97037,4222.0,3.8130121,41.156933,-96.46775,41.151573,-96.47597,sif_Mead_Cluster_USA,0.15402126,12567,0.28497037,POINT(-96.455 41.1649),"POLYGON((-96.69265753520976 40.98456466360619,-96.69396238480124 41.34473664739239,-96.21603761519877 41.34473664739239,-96.21734246479025 40.98456466360619,-96.69265753520976 40.98456466360619))",,,,,,,True,LOW_emissions_HIGH_conc,1596.4862673166608,False
Orlando,416.91626,5866.0,2.4815807,28.543724,-81.40756,28.547546,-81.424866,fossil_Orlando_USA,0.21816492,36618,0.16275887,POINT(-81.37738999999993 28.53823000000006),"POLYGON((-81.784718779048 28.17669557748333,-81.78750450082721 28.89851519407821,-80.96727549917266 28.89851519407821,-80.97006122095186 28.17669557748333,-81.784718779048 28.17669557748333))",,,,,,,True,LOW_both,78.07751369968528,False
Oruro,,,,,,,,,0.009506702,3518,0.1403076,,,,,,,,,True,LOW_both,,
Osaka,416.6356,6215.0,3.8144193,34.707943,135.53152,34.720802,135.55432,fossil_Osaka_Japan,0.20231533,19037,0.18950504,POINT(135.5021619520001 34.69372590900008),"POLYGON((135.0674886362812 34.33237220841968,135.0637021186722 35.05349442828162,135.9406217853279 35.05349442828162,135.9368352677189 34.33237220841968,135.0674886362812 34.33237220841968))",,,,,,,True,LOW_both,48.86050486754485,True
Ostrava,414.86383,2784.0,3.2232907,49.50688,18.56296,49.512573,18.587158,ecostress_cz_bk1,0.286654,10972,0.2432639,POINT(18.5369 49.5021),"POLYGON((18.2617925274287 49.32194511519452,18.25976881522092 49.6815902666869,18.81403118477908 49.6815902666869,18.81200747257131 49.32194511519452,18.2617925274287 49.32194511519452))",,,,,,,True,LOW_both,823.8310625010953,False
Oxford,416.30118,2620.0,3.027174,51.525055,-1.4389002,51.525932,-1.4085418,ecostress_bdog,0.3549347,13039,0.30212975,POINT(-1.481935 51.530216),"POLYGON((-1.769011261461884 51.35009981825127,-1.771281352657041 51.70961867319674,-1.192588647342944 51.70961867319674,-1.194858738538102 51.35009981825127,-1.769011261461884 51.35009981825127))",,,,,,,True,LOW_both,148.96749487699,False
Palm Springs,413.21866,618.0,3.5724459,33.593925,-116.44179,33.588028,-116.44586,ecostress_us_scc,0.074142456,1693,0.13274069,POINT(-116.45 33.61),"POLYGON((-116.665058991226 33.42949325626268,-116.665956364964 33.79012605088809,-116.234043635036 33.79012605088809,-116.234941008774 33.42949325626268,-116.665058991226 33.42949325626268))",,,,,,,True,LOW_both,120.4448978508474,False
Paris,417.45154,14634.0,2.9745958,48.837036,2.3435225,48.82386,2.3507795,fossil_Paris_France,0.24236679,132565,0.22942136,POINT(2.341400000000021 48.85717000000005),"POLYGON((1.800174316502847 48.49619663946908,1.79236340460605 49.21554358712489,2.890436595393993 49.21554358712489,2.882625683497196 48.49619663946908,1.800174316502847 48.49619663946908))",France,Europe,10055230.0,959.4,41.297,5.0,False,HIGH_emissions_LOW_conc,244.6402562901727,False
Patna,419.73795,8.0,0.31879926,25.69678,85.226364,25.696718,85.226425,fossil_Patna_India,0.17867756,3820,0.15231061,POINT(85.16 25.61),"POLYGON((85.559677 25.968784,84.760323 25.968784,84.762718 25.250139,85.557281 25.250139,85.559677 25.968784))",,,,,,,True,LOW_emissions_HIGH_conc,539.1221793232187,False
Perth,413.6421,19310.0,2.2306726,-32.03514,115.952354,-32.042213,115.946945,fossil_Fremantle_Australia,0.1376934,38929,0.14538251,POINT(115.75351 -32.04731999999996),"POLYGON((115.3283072685109 -32.40731789241255,115.331629724671 -31.68588660738179,116.1753902753291 -31.68588660738179,116.1787127314891 -32.40731789241255,115.3283072685109 -32.40731789241255))",,,,,,,True,LOW_both,2.0052185038942127,True
Peshawar,417.95428,10818.0,3.5339873,34.016712,71.594,34.006664,71.59613,fossil_Peshawar_Pakistan,0.12836409,53348,0.15713233,POINT(71.57849000000004 34.00800000000004),"POLYGON((71.14729432784742 33.64662549036558,71.14363364412623 34.36782896205548,72.01334635587389 34.36782896205548,72.00968567215267 33.64662549036558,71.14729432784742 33.64662549036558))",,,,,,,True,LOW_emissions_HIGH_conc,1244.8966668412634,False
Petoskey,413.8525,3759.0,4.3294883,45.569653,-84.74601,45.576942,-84.77164,sif_University_of_Michigan_USA,0.27434635,10457,0.25546062,POINT(-84.7138 45.5598),"POLYGON((-84.96914830382548 45.37956291807379,-84.97078371864757 45.73945695870084,-84.45681628135246 45.73945695870084,-84.45845169617455 45.37956291807379,-84.96914830382548 45.37956291807379))",,,,,,,True,LOW_both,1088.416061857125,False
Philadelphia,415.8771,5231.0,3.3936086,39.907337,-75.095085,39.891266,-75.075905,fossil_Philadelphia_USA,0.19830847,16784,0.22026215,POINT(-75.16217999999998 39.95222000000007),"POLYGON((-75.62783377192416 39.59102480809455,-75.6327451970674 40.31150268807477,-74.69161480293256 40.31150268807477,-74.6965262280758 39.59102480809455,-75.62783377192416 39.59102480809455))",USA,North America,2832734.0,231.8,14.023,2.0,False,LOW_both,77.27958883879766,False
Phoenix,417.99753,53343.0,3.1853495,33.453785,-112.101326,33.455055,-112.09954,fossil_Phoenix_USA,0.07494736,65161,0.14007884,POINT(-112.0758 33.44825000000003),"POLYGON((-112.5042431446238 33.08685856906219,-112.5078041113387 33.80812778283742,-111.6437958886612 33.80812778283742,-111.6473568553761 33.08685856906219,-112.5042431446238 33.08685856906219))",USA,North America,2756881.0,198.8,25.137,19.0,False,LOW_emissions_HIGH_conc,316.93447317319993,False
Pine Creek,413.08075,3007.0,3.0828679,-14.16164,131.38945,-14.162959,131.39043,ecostress_au_das,0.12701416,5085,0.12931006,POINT(131.3881 -14.1592),"POLYGON((131.2026973233534 -14.33989142607945,131.2029903690193 -13.97836288352482,131.5732096309808 -13.97836288352482,131.5735026766466 -14.33989142607945,131.2026973233534 -14.33989142607945))",,,,,,,True,LOW_both,148.5651641047414,False
Pittsburgh,415.31516,6020.0,3.4025033,40.408,-80.068054,40.40164,-80.1042,fossil_Pittsburgh_USA,0.4050479,19936,0.2847684,POINT(-79.99733999999995 40.43851000000006),"POLYGON((-80.46628935310258 40.07732899816616,-80.47132174679173 40.79774582876508,-79.52335825320817 40.79774582876508,-79.52839064689732 40.07732899816616,-80.46628935310258 40.07732899816616))",,,,,,,True,LOW_both,446.8818313643326,False
Ponca City,415.25516,824.0,2.0459962,36.596577,-97.483284,36.586662,-97.478195,ecostress_us_arm,0.20838976,77914,0.19737953,POINT(-97.4888 36.6058),"POLYGON((-97.7118227963972 36.42536053249493,-97.7128629358346 36.78581469682457,-97.26473706416543 36.78581469682457,-97.26577720360284 36.42536053249493,-97.7118227963972 36.42536053249493))",,,,,,,True,LOW_both,997.3209927744971,False
Ponce,421.16812,446.0,1.5636015,18.085472,-66.904396,18.049347,-66.9152,sif_Guanika_Peurto_Rico,0.36514473,8324,0.20389621,POINT(-66.870003 17.97),"POLYGON((-66.491478 18.328957,-67.248535 18.328957,-67.246994 17.610312,-66.493011 17.610312,-66.491478 18.328957))",,,,,,,True,LOW_emissions_HIGH_conc,0.5232550418235974,True
Portland,416.00677,45453.0,3.5164306,45.47353,-122.71112,45.46407,-122.70931,fossil_Portland_USA,0.2157135,91568,0.20678078,POINT(-122.67563 45.51179000000008),"POLYGON((-123.1842815784977 45.150745258349,-123.1908067772139 45.87051795757355,-122.160453222786 45.87051795757355,-122.1669784215022 45.150745258349,-123.1842815784977 45.150745258349))",USA,North America,1927072.0,160.0,25.21,16.0,False,LOW_both,136.1893675403117,False
Prague,414.43152,8560.0,3.7522137,50.10918,14.446228,50.11859,14.449287,fossil_Prague_Czech_Republic,0.27174854,30254,0.25267938,POINT(14.43302000000006 50.07913000000008),"POLYGON((13.87833752012821 49.71817742854763,13.86997711182434 50.4373699803516,14.99606288817577 50.4373699803516,14.9877024798719 49.71817742854763,13.87833752012821 49.71817742854763))",,,,,,,True,LOW_both,665.2077670033948,False
Probolinggo,417.60092,1785.0,2.792749,-7.8318357,113.58769,-7.823672,113.586624,fossil_PLTU_Paiton_powerplant,0.3012123,12062,0.1921628,POINT(113.5827 -7.7184),"POLYGON((113.3105814729709 -7.989570433524237,113.3109281715544 -7.447053215103953,113.8544718284456 -7.447053215103953,113.8548185270292 -7.989570433524237,113.3105814729709 -7.989570433524237))",,,,,,,True,LOW_emissions_HIGH_conc,5.66194974530201,True
Pueblo,417.60718,31725.0,3.1315281,38.191223,-104.56829,38.18395,-104.561386,fossil_Comanche_powerplant,0.06560993,45235,0.15647264,POINT(-104.579787 38.2),"POLYGON((-104.9210194669343 37.92922940483805,-104.9235515864258 38.46975901129181,-104.2360224135742 38.46975901129181,-104.2385545330657 37.92922940483805,-104.9210194669343 37.92922940483805))",,,,,,,True,LOW_emissions_HIGH_conc,1348.1809402448048,False
Pune,413.98547,3732.0,2.7677963,18.5111,73.830635,18.508118,73.82238,fossil_Pune_India,0.1407795,24102,0.1590645,POINT(73.85302000000007 18.50422000000003),"POLYGON((73.47501798736337 18.14245997033188,73.47342843424767 18.86520796481015,74.23261156575245 18.86520796481015,74.23102201263677 18.14245997033188,73.47501798736337 18.14245997033188))",,,,,,,True,LOW_both,94.2661731387755,False
Putian,418.4699,1997.0,2.229481,25.756039,118.54777,25.77122,118.56528,fossil_Huhot_China,0.2433877,13374,0.19099352,POINT(118.54583 25.76444000000004),"POLYGON((118.1482880505816 25.40283201898684,118.145875663675 26.12493781023424,118.9457843363251 26.12493781023424,118.9433719494185 25.40283201898684,118.1482880505816 25.40283201898684))",,,,,,,True,LOW_emissions_HIGH_conc,96.29676286186387,False
Qingdao,419.46698,5835.0,2.8974724,36.21492,120.22269,36.250504,120.163925,fossil_Qingdao_China,0.1077013,18964,0.17569014,POINT(120.3719400000001 36.09861000000006),"POLYGON((119.9297627658416 35.73729905824636,119.9257049183382 36.4582525422405,120.818175081662 36.4582525422405,120.8141172341586 35.73729905824636,119.9297627658416 35.73729905824636))",China,Central East Asia,3950398.0,178.6,35.115,5.0,False,LOW_emissions_HIGH_conc,14.34855502152648,True
Quanzhou,419.73016,2210.0,2.2456675,24.921717,118.506805,24.928782,118.51346,fossil_Quanzhou_China,0.20818615,7397,0.18182436,POINT(118.5805200000001 24.91197000000005),"POLYGON((118.1857087995115 24.5503408639302,118.1834035733374 25.2725304533287,118.9776364266628 25.2725304533287,118.9753312004887 24.5503408639302,118.1857087995115 24.5503408639302))",,,,,,,True,LOW_emissions_HIGH_conc,32.676801963738086,True
Quesada,417.1247,999.0,2.7918077,10.396555,-84.03207,10.379432,-84.04269,sif_La_Selva_Costa_Rica,0.3982935,11499,0.18245573,POINT(-84.0211 10.4333),"POLYGON((-84.20365890751329 10.25243337709306,-84.20386982254269 10.6140601907846,-83.83833017745732 10.6140601907846,-83.83854109248672 10.25243337709306,-84.20365890751329 10.25243337709306))",,,,,,,True,LOW_both,60.84687630330531,False
Quito,412.01956,49.0,3.4911845,0.02397333,-78.25083,0.044061437,-78.22395,Quito_Ecuador,0.20956993,4824,0.23032884,POINT(-78.506386 -0.181389),"POLYGON((-78.147064 0.177938,-78.865715 0.177938,-78.865723 -0.540709,-78.147049 -0.540709,-78.147064 0.177938))",,,,,,,True,LOW_both,169.97980936629227,False
Reunion Island,411.38266,23.0,1.9055787,-20.93068,55.482555,-20.922073,55.49026,val_reunionIsland,0.28477955,1823,0.28590748,POINT(55.485 -20.901),"POLYGON((55.581104 -20.81114,55.388901 -20.81114,55.388786 -20.990803,55.581219 -20.990803,55.581104 -20.81114))",,,,,,,True,LOW_both,747.4797816898149,False
Richland,416.54028,9011.0,3.6349003,46.55554,-119.37503,46.55091,-119.378685,ecostress_us_hn2,0.13345337,13898,0.22630922,POINT(-119.464111 46.688861),"POLYGON((-119.7246963609548 46.50864821927032,-119.726432571684 46.86847071453187,-119.201789428316 46.86847071453187,-119.2035256390452 46.50864821927032,-119.7246963609548 46.50864821927032))",,,,,,,True,LOW_both,338.3917547493267,False
Richmond,414.31976,2457.0,2.034585,-33.62924,150.74817,-33.63655,150.75928,ecostress_au_cum,0.17773724,5617,0.15403642,POINT(150.7236 -33.6153),"POLYGON((150.5076303275388 -33.79542585833054,150.5085279360284 -33.43479337350981,150.9386720639716 -33.43479337350981,150.9395696724613 -33.79542585833054,150.5076303275388 -33.79542585833054))",,,,,,,True,LOW_both,73.38983982062872,False
Rio de Janeiro,414.79837,12197.0,3.076751,-22.775642,-43.207504,-22.778744,-43.264694,fossil_Rio_de_Janeiro_Brazil,0.24571991,34125,0.18624485,POINT(-43.17500999999993 -22.91215999999997),"POLYGON((-43.5659588268291 -23.27286223496147,-43.56389279635636 -22.55048436371026,-42.7861272036435 -22.55048436371026,-42.78406117317076 -23.27286223496147,-43.5659588268291 -23.27286223496147))",Brazil,Latin America,10393317.0,225.7,39.012,7.0,False,LOW_both,9.357109064330217,True
Riyadh,415.782,31915.0,2.9959674,24.671019,46.668964,24.669207,46.661327,fossil_Riyadh_Saudi_Arabia,0.036598206,95967,0.1632843,POINT(46.68719000000004 24.68218000000007),"POLYGON((46.29309364033878 24.32054529182815,46.2908167457322 25.04275711631926,47.08356325426789 25.04275711631926,47.08128635966131 24.32054529182815,46.29309364033878 24.32054529182815))",,,,,,,True,LOW_both,411.10152625058663,False
Rockhampton,414.1192,12844.0,2.6060941,-23.510687,150.30817,-23.510239,150.30637,fossil_Stanwell_powerplant,0.15397215,33120,0.17282198,POINT(150.3185 -23.5106),"POLYGON((150.0241601592905 -23.78119212649268,150.0253616069369 -23.23944446768549,150.6116383930631 -23.23944446768549,150.6128398407094 -23.78119212649268,150.0241601592905 -23.78119212649268))",,,,,,,True,LOW_both,64.83889687461685,False
Rome,416.5857,55320.0,3.7534814,41.90893,12.498362,41.88452,12.4983015,fossil_Rome_Italy,0.204422,108671,0.19907664,POINT(12.49565000000007 41.90322000000003),"POLYGON((12.01627319547353 41.54208080051245,12.01085545708699 42.26231276146891,12.98044454291315 42.26231276146891,12.97502680452661 41.54208080051245,12.01627319547353 41.54208080051245))",Italy,Europe,3440199.0,230.6,27.217,13.0,False,LOW_both,49.936962590785775,True
Rostov,415.039,44031.0,3.670369,47.230274,39.71723,47.245106,39.72144,fossil_Rostov-on-Don_Russia,0.2718172,99621,0.27177685,POINT(39.71676000000008 47.22691000000003),"POLYGON((39.19213893391324 46.86590423970592,39.18499100543255 47.58545829598945,40.24852899456761 47.58545829598945,40.24138106608692 46.86590423970592,39.19213893391324 46.86590423970592))",,,,,,,True,LOW_both,65.575407867732,False
Sacramento,417.22247,47816.0,3.1670618,38.563763,-121.54289,38.558212,-121.57967,fossil_Sacramento_USA,0.15176582,78042,0.18474185,POINT(-121.49085 38.57944000000003),"POLYGON((-121.9476210870275 38.218204107853,-121.9522081183987 38.93885323533197,-121.0294918816013 38.93885323533197,-121.0340789129725 38.218204107853,-121.9476210870275 38.218204107853))",,,,,,,True,LOW_both,160.08795652575793,False
Saint John,,,,,,,,,0.13385296,5563,0.22090687,,,,,,,,,True,LOW_both,,
Salem,414.68732,7319.0,3.3805938,45.156998,-122.67759,45.177605,-122.68015,ecostress_us_wwt,0.2226181,13269,0.1969195,POINT(-122.666 45.1089),"POLYGON((-122.9193425425419 44.92865307703161,-122.9209397337145 45.28857570952734,-122.4110602662855 45.28857570952734,-122.4126574574581 44.92865307703161,-122.9193425425419 44.92865307703161))",,,,,,,True,LOW_both,142.85917886108302,False
Salt Lake City,416.03433,8054.0,3.2140431,40.723824,-111.86172,40.707813,-111.89805,fossil_Salt_Lake_City_USA,0.10084438,20722,0.18944703,POINT(-111.88822 40.76031000000006),"POLYGON((-112.3593948040455 40.39913830999709,-112.3645090969665 41.11951464415647,-111.4119309030335 41.11951464415647,-111.4170451959545 40.39913830999709,-112.3593948040455 40.39913830999709))",,,,,,,True,LOW_both,1198.7817396481983,False
Salvador,,,,,,,,,0.23445034,1694,0.17980993,,,,,,,,,True,LOW_both,,
Samut Prakan,420.04272,4606.0,2.972863,13.744536,100.57433,13.740725,100.57976,fossil_Samut_Prakan_Thailand,0.19166803,29068,0.15113524,POINT(100.5968872263649 13.59946800439462),"POLYGON((100.2278173682814 13.23764917319291,100.2266960186022 13.96072791914691,100.9670784341275 13.96072791914691,100.9659570844483 13.23764917319291,100.2278173682814 13.23764917319291))",,,,,,,True,LOW_emissions_HIGH_conc,21.667062882275754,True
San Antonio,418.44244,13421.0,3.3201897,29.437603,-98.4993,29.438618,-98.49638,fossil_San_Antonio_USA,0.1776104,29307,0.17002477,POINT(-98.49460999999997 29.42458000000005),"POLYGON((-98.90537406212593 29.06307038953209,-98.90828795019429 29.78479450725505,-98.08093204980563 29.78479450725505,-98.08384593787399 29.06307038953209,-98.90537406212593 29.06307038953209))",,,,,,,True,LOW_emissions_HIGH_conc,249.78832736054832,False
San Cristobal,417.50696,5511.0,2.762533,18.468046,-70.158455,18.474537,-70.169,fossil_San_Cristobal_Dominican_Republic,0.3035388,49448,0.18578175,POINT(-70.09999999999997 18.41667000000007),"POLYGON((-70.47781442165007 18.0549085766818,-70.4793951117736 18.77766325288781,-69.72060488822633 18.77766325288781,-69.72218557834987 18.0549085766818,-70.47781442165007 18.0549085766818))",,,,,,,True,LOW_both,11.004254482690635,True
San Diego,415.94986,11533.0,3.338291,32.786633,-116.97939,32.803635,-116.98401,fossil_San_Diego_USA,0.08542442,15880,0.13932471,POINT(-117.16171 32.71568000000008),"POLYGON((-117.5866643267233 32.35426654593747,-117.5900986643332 33.07562096391155,-116.7333213356668 33.07562096391155,-116.7367556732767 32.35426654593747,-117.5866643267233 32.35426654593747))",,,,,,,True,LOW_both,2.7084969308632583,True
San Francisco,417.2921,19699.0,3.3807385,37.743805,-122.04918,37.7593,-122.02822,fossil_San_Francisco_USA,0.13077354,37507,0.16540812,POINT(-122.18542 37.73865000000003),"POLYGON((-122.6346678727425 37.37737672723046,-122.6389816800654 38.09817900065048,-121.7318583199345 38.09817900065048,-121.7361721272574 37.37737672723046,-122.6346678727425 37.37737672723046))",USA,North America,5809783.0,912.2,38.386,2.0,False,LOW_both,36.853220114554055,True
San Jose,415.56158,17783.0,3.8320544,37.378647,-121.91423,37.375652,-121.92826,fossil_San_Jose_USA,0.13252068,34709,0.17222862,POINT(-121.88542 37.33865000000003),"POLYGON((-122.3346678727425 36.97737672723046,-122.3389816800654 37.69817900065048,-121.4318583199345 37.69817900065048,-121.4361721272574 36.97737672723046,-122.3346678727425 36.97737672723046))",,,,,,,True,LOW_both,53.53655798794008,False
San Luis,413.6998,14046.0,2.4643102,-33.459053,-66.44278,-33.45632,-66.437546,ecostress_ar_slu,0.09135723,17658,0.13744058,POINT(-66.4598 -33.4648),"POLYGON((-66.67539314436642 -33.64493131982027,-66.67450217929023 -33.28429004710965,-66.24509782070977 -33.28429004710965,-66.24420685563358 -33.64493131982027,-66.67539314436642 -33.64493131982027))",,,,,,,True,LOW_both,571.2849559200355,False
Santa Cruz de Tenerife,,,,,,,,,0.074150085,24480,0.16204897,,,,,,,,,True,LOW_both,,
Santa Fe,416.98254,10022.0,3.1611383,35.434452,-106.24161,35.431007,-106.24573,sif_Pinyon_Juniper_USA,0.034482956,13691,0.116667114,POINT(-106.2377 35.4385),"POLYGON((-106.4574787829908 35.25803411008143,-106.45846078078 35.61855866742972,-106.01693921922 35.61855866742972,-106.0179212170092 35.25803411008143,-106.4574787829908 35.25803411008143))",,,,,,,True,LOW_both,956.671914530333,False
Santarem,419.65308,1326.0,1.4343805,-2.8846214,-54.9769,-2.9134393,-54.955902,sif_k67_Brazil,0.353652,12686,0.1680723,POINT(-54.959 -2.857),"POLYGON((-54.599331 -2.49762,-55.318665 -2.49762,-55.31889 -3.216268,-54.599106 -3.216268,-54.599331 -2.49762))",,,,,,,True,LOW_emissions_HIGH_conc,585.2423952475007,False
Santiago,413.94507,26147.0,2.5150096,-33.441856,-70.7731,-33.453476,-70.79568,fossil_Santiago_Chile,0.08001232,74544,0.1638548,POINT(-70.65001999999998 -33.43721999999997),"POLYGON((-71.08196869692893 -33.79709874014473,-71.07840966892228 -33.07582823635627,-70.22163033107769 -33.07582823635627,-70.21807130307106 -33.79709874014473,-71.08196869692893 -33.79709874014473))",Chile,Latin America,6033643.0,182.4,23.359,8.0,False,LOW_both,116.62719552901149,False
Sao Paulo,413.7756,20065.0,2.853728,-23.524572,-46.670322,-23.525047,-46.672394,fossil_Sao_Paulo_Brazil,0.17760658,48717,0.20870125,POINT(-46.65467999999998 -23.56286999999998),"POLYGON((-47.0475622270171 -23.92352690864139,-47.04542014372504 -23.20120898706307,-46.26393985627493 -23.20120898706307,-46.26179777298287 -23.92352690864139,-47.0475622270171 -23.92352690864139))",Brazil,Latin America,18522262.0,542.5,35.053,9.0,False,LOW_both,67.17236037129287,False
Seattle,416.49213,23402.0,3.4650638,47.598293,-122.262924,47.592087,-122.19223,fossil_Seattle_USA,0.19172192,58164,0.20262991,POINT(-122.32945 47.60357000000005),"POLYGON((-122.8577782081765 47.24257215960529,-122.865072750597 47.96207827887452,-121.793827249403 47.96207827887452,-121.8011217918234 47.24257215960529,-122.8577782081765 47.24257215960529))",USA,North America,2126664.0,274.8,35.484,8.0,False,LOW_both,6.380862063254105,True
Seoul,420.57892,17888.0,3.0909622,37.595688,127.01484,37.617218,127.02983,fossil_Seoul_South_Korea,0.17428732,58010,0.20632528,POINT(126.97783 37.56826000000007),"POLYGON((126.5272246212152 37.20699367514337,126.5228615942845 37.92776773943934,127.4327984057156 37.92776773943934,127.4284353787849 37.20699367514337,126.5272246212152 37.20699367514337))",South Korea,East. Southeast Asia & Oceania,11659102.0,557.7,79.024,11.0,False,HIGH_both,61.69488364025101,False
Seremban,421.02316,243.0,1.8557013,2.928473,102.16425,2.9012764,102.166275,sif_Pasoh_Malaysia,0.3803997,9059,0.16633439,POINT(102.313004 2.982),"POLYGON((102.672943 3.341265,101.953072 3.341265,101.9533 2.622618,102.672707 2.622618,102.672943 3.341265))",,,,,,,True,LOW_emissions_HIGH_conc,77.69757067728166,False
Shah Alam,417.2633,1307.0,2.4579806,3.0537908,101.534546,3.0593088,101.52259,fossil_Shah_Alam_Malaysia,0.30092764,22712,0.1738741,POINT(101.4942800000001 3.091980000000035),"POLYGON((101.1345482846127 2.730187498210553,101.134304476668 3.453647483422462,101.8542555233321 3.453647483422462,101.8540117153874 2.730187498210553,101.1345482846127 2.730187498210553))",,,,,,,True,LOW_both,19.4899620071182,True
Shanghai,418.86108,10870.0,3.3574746,31.20556,121.43686,31.196892,121.427414,fossil_Shanghai_China,0.13839722,37445,0.18171407,POINT(121.45806 31.22222000000005),"POLYGON((121.039835986776 30.86076224417593,121.036647107279 31.58228721592647,121.8794728927211 31.58228721592647,121.8762840132241 30.86076224417593,121.039835986776 30.86076224417593))",,,,,,,True,LOW_emissions_HIGH_conc,48.94686823839486,True
Shangqiu,414.6222,151.0,0.8209573,34.490803,115.51097,34.470387,115.502426,sif_shq,0.23208094,2568,0.18998145,POINT(115.5894 34.5203),"POLYGON((115.372044645861 34.33981349956451,115.3711060752965 34.70039273997335,115.8076939247035 34.70039273997335,115.8067553541391 34.33981349956451,115.372044645861 34.33981349956451))",,,,,,,True,LOW_both,400.0048411715833,False
Shantou,417.99734,6401.0,2.641783,23.452072,116.57092,23.478554,116.5451,fossil_Shantou_China,0.16051674,18029,0.16036871,POINT(116.7147900000001 23.36814000000004),"POLYGON((116.3246128060812 23.00647455782205,116.3224936553329 23.72881055535464,117.1070863446672 23.72881055535464,117.104967193919 23.00647455782205,116.3246128060812 23.00647455782205))",,,,,,,True,LOW_emissions_HIGH_conc,8.706087432088482,True
Shenyang,416.09424,19242.0,4.011191,41.79756,123.38633,41.798176,123.37644,fossil_Shenyang_China,0.13318491,36932,0.23726866,POINT(123.4327800000001 41.79222000000004),"POLYGON((122.9542207060614 41.43107768852767,122.9488333318328 42.15132370454914,123.9167266681674 42.15132370454914,123.9113392939387 41.43107768852767,122.9542207060614 41.43107768852767))",,,,,,,True,LOW_both,234.6990968942285,False
Shijiazhuang,417.73157,1918.0,2.1550708,38.052837,114.54363,38.05092,114.57626,fossil_Shijiazhuang_China,0.17970324,8152,0.2117422,POINT(114.4786100000001 38.04139000000004),"POLYGON((114.025158182462 37.68013795188612,114.020691841957 38.40085369736966,114.9365281580433 38.40085369736966,114.9320618175383 37.68013795188612,114.025158182462 37.68013795188612))",,,,,,,True,LOW_emissions_HIGH_conc,354.0714509035983,False
Singapore,415.99075,1276.0,3.0920603,1.5362035,103.74464,1.5232935,103.759155,fossil_Singapore_Singapore,0.3396945,27056,0.19070148,POINT(103.7571100000001 1.464780000000076),"POLYGON((103.3977177363111 1.103012204660774,103.3976024514856 1.826488609909706,104.1166175485146 1.826488609909706,104.1165022636891 1.103012204660774,103.3977177363111 1.103012204660774))",,,,,,,True,LOW_both,23.95791142989932,True
Sinop,416.8465,4639.0,2.3564017,-13.287207,-56.082397,-13.2858715,-56.078568,ecostress_br_cmt,0.2217722,14179,0.28347617,POINT(-56.0882 -13.2875),"POLYGON((-56.27291010670355 -13.46820880551857,-56.27263679222582 -13.1066547824628,-55.90376320777419 -13.1066547824628,-55.90348989329647 -13.46820880551857,-56.27291010670355 -13.46820880551857))",,,,,,,True,LOW_both,1591.6122046032779,False
Socorro,415.37854,9949.0,2.8913028,34.363346,-106.52374,34.366337,-106.67461,ecostress_us_ses,0.038184166,13530,0.12897784,POINT(-106.7442 34.3349),"POLYGON((-106.961079231183 34.15440936014871,-106.9620092655053 34.51499956283333,-106.5263907344947 34.51499956283333,-106.527320768817 34.15440936014871,-106.961079231183 34.15440936014871))",,,,,,,True,LOW_both,826.887529458979,False
Sohag,417.0307,35877.0,3.4497595,26.557343,31.700352,26.55161,31.708511,fossil_Sohag_Egypt,0.09777975,82936,0.19059184,POINT(31.69545000000005 26.55513000000008),"POLYGON((31.29526163914551 26.19354228823396,31.29274682637046 26.91556855670188,32.09815317362964 26.91556855670188,32.09563836085459 26.19354228823396,31.29526163914551 26.19354228823396))",,,,,,,True,LOW_both,225.78222632870043,False
